tijdstip;temperatuur;PAR;zonlicht;RV;neerslag
10/10/2018 3:16;11.81;3.15;0;84.94;0
10/10/2018 3:18;11.8;3.13;0;84.93;0
10/10/2018 3:20;11.76;3.12;0;84.91;0
10/10/2018 3:22;11.71;3.2;0;85.04;0
10/10/2018 3:24;11.67;3.2;0;84.98;0
10/10/2018 3:26;11.64;3.17;0;85.01;0
10/10/2018 3:28;11.68;3.14;0;85.09;0
10/10/2018 3:30;11.71;3.16;0;85.02;0
10/10/2018 3:32;11.7;3.16;0;85.01;0
10/10/2018 3:34;11.7;3.14;0;85.05;0
10/10/2018 3:36;11.68;3.17;0;85.04;0
10/10/2018 3:38;11.63;3.19;0;84.95;0
10/10/2018 3:40;11.56;3.16;0;85.05;0
10/10/2018 3:42;11.52;3.17;0;84.94;0
10/10/2018 3:44;11.51;3.2;0;84.95;0
10/10/2018 3:46;11.52;3.26;0;85.01;0
10/10/2018 3:48;11.51;3.16;0;85;0
10/10/2018 3:50;11.52;3.15;0;85.04;0
10/10/2018 3:52;11.51;3.18;0;85.03;0
10/10/2018 3:54;11.48;3.16;0;84.93;0
10/10/2018 3:56;11.48;3.16;0;85.03;0
10/10/2018 3:58;11.51;3.17;0;84.97;0
10/10/2018 4:00;11.49;3.18;0;84.9;0
10/10/2018 4:02;11.48;3.17;0;85.02;0
10/10/2018 4:04;11.5;3.17;0;85;0
10/10/2018 4:06;11.5;3.2;0;85.06;0
10/10/2018 4:08;11.46;3.2;0;85.03;0
10/10/2018 4:10;11.43;3.21;0;84.93;0
10/10/2018 4:12;11.38;3.22;0;85.08;0
10/10/2018 4:14;11.31;3.22;0;85.06;0
10/10/2018 4:16;11.23;3.21;0;84.89;0
10/10/2018 4:18;11.17;3.2;0;84.94;0
10/10/2018 4:20;11.15;3.21;0;84.99;0
10/10/2018 4:22;11.14;3.18;0;84.97;0
10/10/2018 4:24;11.15;3.19;0;85;0
10/10/2018 4:26;11.17;3.21;0;85;0
10/10/2018 4:28;11.17;3.21;0;84.88;0
10/10/2018 4:30;11.11;3.21;0;84.96;0
10/10/2018 4:32;10.97;3.16;0;84.87;0
10/10/2018 4:34;10.8;3.2;0;85.02;0
10/10/2018 4:36;10.68;3.23;0;84.91;0
10/10/2018 4:38;10.63;3.19;0;84.98;0
10/10/2018 4:40;10.64;3.16;0;85.04;0
10/10/2018 4:42;10.74;3.2;0;84.98;0
10/10/2018 4:44;10.79;3.17;0;85.04;0
10/10/2018 4:46;10.82;3.16;0;85.04;0
10/10/2018 4:48;10.76;3.19;0;84.96;0
10/10/2018 4:50;10.68;3.22;0;84.94;0
10/10/2018 4:52;10.62;3.17;0;84.92;0
10/10/2018 4:54;10.57;3.2;0;84.99;0
10/10/2018 4:56;10.53;3.21;0;85;0
10/10/2018 4:58;10.56;3.15;0;85.11;0
10/10/2018 5:00;10.54;3.2;0;84.94;0
10/10/2018 5:02;10.51;3.21;0;85.01;0
10/10/2018 5:04;10.44;3.21;0;84.93;0
10/10/2018 5:06;10.37;3.18;0;84.86;0
10/10/2018 5:08;10.29;3.21;0;84.97;0
10/10/2018 5:10;10.16;3.17;0;84.99;0
10/10/2018 5:12;10.1;3.21;0;85.01;0
10/10/2018 5:14;10.14;3.24;0;84.96;0
10/10/2018 5:16;10.19;3.23;0;84.94;0
10/10/2018 5:18;10.19;3.27;0;85.05;0
10/10/2018 5:20;10.15;3.23;0;84.88;0
10/10/2018 5:22;10.17;3.24;0;85.01;0
10/10/2018 5:24;10.25;3.2;0;84.92;0
10/10/2018 5:26;10.3;3.23;0;84.89;0
10/10/2018 5:28;10.35;3.24;0;84.9;0
10/10/2018 5:30;10.4;3.25;0;84.86;0
10/10/2018 5:32;10.41;3.24;0;84.98;0
10/10/2018 5:34;10.42;3.19;0;85.02;0
10/10/2018 5:36;10.39;3.25;0;84.96;0
10/10/2018 5:38;10.36;3.22;0;85.02;0
10/10/2018 5:40;10.37;3.24;0;84.98;0
10/10/2018 5:42;10.39;3.26;0;84.95;0
10/10/2018 5:44;10.37;3.25;0;84.97;0
10/10/2018 5:46;10.35;3.22;0;84.95;0
10/10/2018 5:48;10.29;3.25;0;84.93;0
10/10/2018 5:50;10.27;3.27;0;85.04;0
10/10/2018 5:52;10.29;3.28;0;84.9;0
10/10/2018 5:54;10.27;3.27;0;84.95;0
10/10/2018 5:56;10.22;3.23;0;84.97;0
10/10/2018 5:58;10.11;3.22;0;84.93;0
10/10/2018 6:00;10.12;3.22;0;84.98;0
10/10/2018 6:02;10.11;3.23;0;85.02;0
10/10/2018 6:04;10.05;3.21;0;84.91;0
10/10/2018 6:06;10.01;3.25;0;85.04;0
10/10/2018 6:08;9.97;3.25;0;84.96;0
10/10/2018 6:10;10;3.28;0;85;0
10/10/2018 6:12;10;3.26;0;84.91;0
10/10/2018 6:14;10.03;3.25;0;84.98;0
10/10/2018 6:16;10.09;3.25;0;84.92;0
10/10/2018 6:18;10.11;3.26;0;84.89;0
10/10/2018 6:20;10.05;3.26;0;84.81;0
10/10/2018 6:22;10;3.27;0;85;0
10/10/2018 6:24;9.97;3.27;0;84.86;0
10/10/2018 6:26;9.97;3.27;0;84.95;0
10/10/2018 6:28;9.94;3.27;0;84.93;0
10/10/2018 6:30;9.93;3.24;0;84.97;0
10/10/2018 6:32;9.92;3.25;0;84.95;0
10/10/2018 6:34;9.9;3.27;0;84.92;0
10/10/2018 6:36;9.83;3.23;0;84.93;0
10/10/2018 6:38;9.75;3.26;0;84.98;0
10/10/2018 6:40;9.68;3.29;0;84.98;0
10/10/2018 6:42;9.66;3.28;0;84.93;0
10/10/2018 6:44;9.64;3.25;0;84.99;0
10/10/2018 6:46;9.62;3.26;0;84.98;0
10/10/2018 6:48;9.63;3.27;0;84.91;0
10/10/2018 6:50;9.62;3.26;0;84.92;0
10/10/2018 6:52;9.65;3.25;0;84.88;0
10/10/2018 6:54;9.69;3.27;0;84.86;0
10/10/2018 6:56;9.67;3.27;0;84.92;0
10/10/2018 6:58;9.62;3.22;0;84.9;0
10/10/2018 7:00;9.58;3.26;0;85;0
10/10/2018 7:02;9.59;3.24;0;84.98;0
10/10/2018 7:04;9.63;3.23;0;84.97;0
10/10/2018 7:06;9.61;3.25;0;85.02;0
10/10/2018 7:08;9.61;3.24;0;84.92;0
10/10/2018 7:10;9.59;3.26;0;84.81;0
10/10/2018 7:12;9.52;3.29;0;84.92;0
10/10/2018 7:14;9.46;3.24;0;84.99;0
10/10/2018 7:16;9.41;3.26;0;84.93;0
10/10/2018 7:18;9.48;3.28;0;84.93;0
10/10/2018 7:20;9.53;3.3;0;84.98;0
10/10/2018 7:22;9.55;3.31;0;84.83;0
10/10/2018 7:24;9.54;3.35;0;84.9;0
10/10/2018 7:26;9.52;3.44;0;84.94;0
10/10/2018 7:28;9.5;3.53;0;84.92;0
10/10/2018 7:30;9.53;3.66;0;84.94;0
10/10/2018 7:32;9.55;3.79;0;84.88;0
10/10/2018 7:34;9.52;4.03;0;84.96;0
10/10/2018 7:36;9.48;4.35;0.01;84.95;0
10/10/2018 7:38;9.49;4.78;0.21;85.04;0
10/10/2018 7:40;9.48;5.29;0.53;84.92;0
10/10/2018 7:42;9.5;5.94;0.85;84.87;0
10/10/2018 7:44;9.46;6.75;1.11;84.97;0
10/10/2018 7:46;9.42;7.69;1.39;84.91;0
10/10/2018 7:48;9.35;8.88;1.69;84.91;0
10/10/2018 7:50;9.24;10.3;2.21;84.84;0
10/10/2018 7:52;9.25;12.01;2.94;84.81;0
10/10/2018 7:54;9.23;13.81;3.6;84.97;0
10/10/2018 7:56;9.19;15.89;4.34;84.96;0
10/10/2018 7:58;9.11;18.38;5.23;84.89;0
10/10/2018 8:00;9.06;21.01;6.51;84.84;0
10/10/2018 8:02;9.08;23.82;8.39;84.99;0
10/10/2018 8:04;9.08;26.74;10.73;84.78;0
10/10/2018 8:06;9.09;29.65;13.19;84.99;0
10/10/2018 8:08;9.12;32.29;14.45;84.89;0
10/10/2018 8:10;9.17;35.87;16.92;84.92;0
10/10/2018 8:12;9.16;40.21;20.11;84.92;0
10/10/2018 8:14;9.21;45.73;26.36;84.97;0
10/10/2018 8:16;9.32;50.55;31.05;84.98;0
10/10/2018 8:18;9.33;55.45;34.55;84.97;0
10/10/2018 8:20;9.29;60.51;37.86;85.02;0
10/10/2018 8:22;9.3;65.99;41.15;84.82;0
10/10/2018 8:24;9.27;71.77;44.24;84.89;0
10/10/2018 8:26;9.12;77.9;47.15;84.96;0
10/10/2018 8:28;9;84.32;50.08;84.99;0
10/10/2018 8:30;9;90.65;52.88;84.99;0
10/10/2018 8:32;9.04;96.87;56.15;85.07;0
10/10/2018 8:34;9.12;103.01;58.78;84.98;0
10/10/2018 8:36;9.23;108.97;60.63;84.98;0
10/10/2018 8:38;9.39;115.92;63.05;84.92;0
10/10/2018 8:40;9.5;122.13;64.57;84.97;0
10/10/2018 8:42;9.55;130.59;68.36;84.92;0
10/10/2018 8:44;9.58;138.23;71.44;85.04;0
10/10/2018 8:46;9.6;147.27;75.58;85.03;0
10/10/2018 8:48;9.61;155.27;78.68;85.01;0
10/10/2018 8:50;9.63;163.93;82.09;84.99;0
10/10/2018 8:52;9.63;173.2;85.83;85;0
10/10/2018 8:54;9.68;183.12;89.98;85.02;0
10/10/2018 8:56;9.74;193.63;94.26;84.87;0
10/10/2018 8:58;9.82;205.24;99.24;85.01;0
10/10/2018 9:00;9.9;215.63;103.75;85.02;0
10/10/2018 9:02;9.97;223.43;107.37;85.03;0
10/10/2018 9:04;10.06;233.22;112.06;84.98;0
10/10/2018 9:06;10.19;244.61;117.46;85.05;0
10/10/2018 9:08;10.34;256.32;123.11;85.05;0
10/10/2018 9:10;10.5;263.88;127.59;85.1;0
10/10/2018 9:12;10.66;272.21;132.76;85.04;0
10/10/2018 9:14;10.77;283.97;139.08;85.07;0
10/10/2018 9:16;10.88;295.43;145.37;85.07;0
10/10/2018 9:18;10.99;306.93;151.39;85.11;0
10/10/2018 9:20;11.05;316.82;154.88;85.03;0
10/10/2018 9:22;11.11;327.28;160.43;85.07;0
10/10/2018 9:24;11.16;336.42;165.04;85.03;0
10/10/2018 9:26;11.23;344.72;168.82;85.05;0
10/10/2018 9:28;11.36;357.27;174.27;84.99;0
10/10/2018 9:30;11.5;370.66;179.64;85.07;0
10/10/2018 9:32;11.61;382.8;184.28;85.16;0
10/10/2018 9:34;11.65;394.29;188.46;85.06;0
10/10/2018 9:36;11.72;404.4;192.36;85.12;0
10/10/2018 9:38;11.84;409.66;193.88;85.08;0
10/10/2018 9:40;11.94;420.31;196.89;85.13;0
10/10/2018 9:42;12.08;431.59;199.74;85.01;0
10/10/2018 9:44;12.2;441.88;209.65;85.07;0
10/10/2018 9:46;12.39;449.49;202.81;85.05;0
10/10/2018 9:48;12.61;455.18;203.24;85.11;0
10/10/2018 9:50;12.71;463.35;204.49;85.16;0
10/10/2018 9:52;12.79;471.52;205.34;85.15;0
10/10/2018 9:54;12.93;478.82;205.82;85.08;0
10/10/2018 9:56;13.05;488.64;207.5;84.91;0
10/10/2018 9:58;13.13;497.71;209.39;84.82;0
10/10/2018 10:00;13.28;505.56;211.35;84.62;0
10/10/2018 10:02;13.45;510.38;212.87;84.33;0
10/10/2018 10:04;13.57;519.29;216.31;83.56;0
10/10/2018 10:06;13.48;528.93;220.66;83.3;0
10/10/2018 10:08;13.43;542.43;226.38;83.75;0
10/10/2018 10:10;13.49;554.85;232.15;84.03;0
10/10/2018 10:12;13.67;562.98;236.55;83.26;0
10/10/2018 10:14;13.66;572.52;242.19;83.25;0
10/10/2018 10:16;13.8;577.54;246.91;83.39;0
10/10/2018 10:18;14.01;585.6;252.41;82.43;0
10/10/2018 10:20;14.16;595.17;258.79;82.15;0
10/10/2018 10:22;14.32;608.37;266.24;81.53;0
10/10/2018 10:24;14.41;617.61;272.57;81;0
10/10/2018 10:26;14.39;628.67;279.4;80.99;0
10/10/2018 10:28;14.39;642.65;288.14;81.21;0
10/10/2018 10:30;14.53;653.69;295.81;80.81;0
10/10/2018 10:32;14.66;665.37;303.77;80.44;0
10/10/2018 10:34;14.93;672.82;309.88;79.7;0
10/10/2018 10:36;15.06;682.11;316.92;79.19;0
10/10/2018 10:38;15.29;690.56;323.03;78.61;0
10/10/2018 10:40;15.43;698.55;329.3;77.43;0
10/10/2018 10:42;15.41;709.93;337.54;77.72;0
10/10/2018 10:44;15.52;717.23;344.12;77.62;0
10/10/2018 10:46;15.66;726.83;351.04;77.13;0
10/10/2018 10:48;15.74;734;356.64;76.68;0
10/10/2018 10:50;15.73;742.24;363.15;76.83;0
10/10/2018 10:52;15.8;750.06;369.16;76.64;0
10/10/2018 10:54;16.02;757.77;374.25;76.39;0
10/10/2018 10:56;16.16;763.82;378.68;75.69;0
10/10/2018 10:58;16.3;769;382.96;75.5;0
10/10/2018 11:00;16.53;777.13;387.47;74.71;0
10/10/2018 11:02;16.69;784.4;391.49;74.1;0
10/10/2018 11:04;16.79;792.02;395.31;73.78;0
10/10/2018 11:06;16.87;801.28;399.99;73.56;0
10/10/2018 11:08;17.01;810.94;404.73;72.79;0
10/10/2018 11:10;17.03;817.4;408.1;72.48;0
10/10/2018 11:12;17.06;824.27;411.88;72.9;0
10/10/2018 11:14;17.25;828.89;414.58;72.16;0
10/10/2018 11:16;17.44;833.3;417.33;71.63;0
10/10/2018 11:18;17.57;842.11;421.48;71.03;0
10/10/2018 11:20;17.68;845.05;423.39;70.43;0
10/10/2018 11:22;17.72;852.44;426.85;70.05;0
10/10/2018 11:24;17.77;855.91;429.05;70.1;0
10/10/2018 11:26;17.89;864.14;433.2;69.72;0
10/10/2018 11:28;17.92;865.7;434.33;69.39;0
10/10/2018 11:30;18.08;874;438.12;69.36;0
10/10/2018 11:32;18.27;874.18;438.62;68.49;0
10/10/2018 11:34;18.33;876.32;439.87;68.02;0
10/10/2018 11:36;18.35;879.9;441.76;68.23;0
10/10/2018 11:38;18.56;886.93;445.23;67.76;0
10/10/2018 11:40;18.65;894.19;449.37;67.36;0
10/10/2018 11:42;18.77;896.25;451.18;66.62;0
10/10/2018 11:44;18.86;905.52;455.32;65.34;0
10/10/2018 11:46;18.9;911.95;458.42;64.85;0
10/10/2018 11:48;18.85;918.3;461.46;64.39;0
10/10/2018 11:50;18.94;921.1;463;64.09;0
10/10/2018 11:52;19.04;919.28;462.24;63.24;0
10/10/2018 11:54;18.98;935.23;468.54;63.39;0
10/10/2018 11:56;19.03;942.8;472;63.6;0
10/10/2018 11:58;19.03;948.48;474.67;63.63;0
10/10/2018 12:00;19.07;954.77;477.6;63.87;0
10/10/2018 12:02;19.25;958.21;479.13;63.2;0
10/10/2018 12:04;19.36;962.87;481.28;62.45;0
10/10/2018 12:06;19.34;964.06;481.97;62.39;0
10/10/2018 12:08;19.27;969.57;484.18;62.64;0
10/10/2018 12:10;19.41;973.24;485.75;62.83;0
10/10/2018 12:12;19.52;973.26;486.26;62.27;0
10/10/2018 12:14;19.57;974.54;486.99;62;0
10/10/2018 12:16;19.63;976.88;488.05;61.83;0
10/10/2018 12:18;19.52;981.6;489.73;61.85;0
10/10/2018 12:20;19.27;985.55;490.98;62.25;0
10/10/2018 12:22;19.21;993.44;493.47;62.55;0
10/10/2018 12:24;19.26;985.64;490.1;62.35;0
10/10/2018 12:26;19.35;987.54;490.47;62.28;0
10/10/2018 12:28;19.39;993.27;492.4;61.65;0
10/10/2018 12:30;19.3;998.31;494.38;61.87;0
10/10/2018 12:32;19.4;1006.86;497.45;61.86;0
10/10/2018 12:34;19.5;1010.62;498.68;61.41;0
10/10/2018 12:36;19.42;1005.88;496.68;61.78;0
10/10/2018 12:38;19.53;1011.04;498.37;61.77;0
10/10/2018 12:40;19.53;1013.52;499.19;61.73;0
10/10/2018 12:42;19.49;1014.88;499.91;61.73;0
10/10/2018 12:44;19.65;1011.97;498.65;61.62;0
10/10/2018 12:46;19.71;1015.17;499.72;61.11;0
10/10/2018 12:52;19.88;1023.15;502.24;60.62;0
10/10/2018 12:54;19.99;1026.48;503.7;60.78;0
10/10/2018 12:56;20.16;1023.43;502.87;60.18;0
10/10/2018 12:58;20.08;1024.52;503.48;60.16;0
10/10/2018 13:00;20.08;1021.28;502.33;59.83;0
10/10/2018 13:02;20.02;1026.44;504.08;60.09;0
10/10/2018 13:04;19.99;1029.3;505.25;60.27;0
10/10/2018 13:06;20.14;1029.17;505.41;60.18;0
10/10/2018 13:08;20.28;1031.43;506.33;59.51;0
10/10/2018 13:10;20.31;1027.25;504.6;59.27;0
10/10/2018 13:12;20.24;1031.55;506.19;59.45;0
10/10/2018 13:14;20.25;1032.98;506.83;59.38;0
10/10/2018 13:16;20.38;1035.96;507.98;59.32;0
10/10/2018 13:18;20.57;1041.9;510.5;58.93;0
10/10/2018 13:20;20.68;1044.55;511.6;58.73;0
10/10/2018 13:22;20.83;1040.92;510.53;58.39;0
10/10/2018 13:24;20.87;1034.02;507.69;57.96;0
10/10/2018 13:26;20.92;1037.9;508.76;57.7;0
10/10/2018 13:28;20.91;1040.03;509.14;57.85;0
10/10/2018 13:30;21;1045.39;510.92;57.92;0
10/10/2018 13:32;21.11;1037.91;507.98;57.33;0
10/10/2018 13:34;21.13;1041.47;509.16;57.14;0
10/10/2018 13:36;21.18;1033.06;505.57;56.86;0
10/10/2018 13:38;21.14;1012.91;497.24;56.8;0
10/10/2018 13:40;21.18;1015.7;497.83;57.13;0
10/10/2018 13:42;21.39;1030.34;502.93;56.63;0
10/10/2018 13:44;21.39;1010.86;495.26;56.49;0
10/10/2018 13:46;21.31;1000.43;490.55;56.78;0
10/10/2018 13:48;21.4;1011.07;493.34;56.49;0
10/10/2018 13:50;21.42;1029.86;500.06;56.53;0
10/10/2018 13:52;21.41;1031.15;500.39;56.62;0
10/10/2018 13:54;21.52;1027.63;498.3;56.46;0
10/10/2018 13:56;21.66;1024.32;496.41;55.77;0
10/10/2018 13:58;21.78;1024.62;496.09;55.02;0
10/10/2018 14:00;21.87;1029.37;497.67;54.79;0
10/10/2018 14:02;21.96;1019.01;492.97;54.44;0
10/10/2018 14:04;21.98;1010.8;489.02;53.8;0
10/10/2018 14:06;22;994.67;482.22;54.04;0
10/10/2018 14:08;21.99;985.61;478.11;54.15;0
10/10/2018 14:10;22;982.92;476.31;54.57;0
10/10/2018 14:12;22.12;984.04;476.1;54.45;0
10/10/2018 14:14;22.22;991.19;478.19;53.99;0
10/10/2018 14:16;22.17;996.86;480.09;53.91;0
10/10/2018 14:18;22.18;995.81;479.3;53.44;0
10/10/2018 14:20;22.18;987;475.37;53.33;0
10/10/2018 14:22;22.27;985.42;474.22;53.65;0
10/10/2018 14:24;22.37;975.74;470.05;53.01;0
10/10/2018 14:26;22.31;973.42;468.72;53.05;0
10/10/2018 14:28;22.4;965.52;465.35;52.93;0
10/10/2018 14:30;22.44;973.3;467.89;52.11;0
10/10/2018 14:32;22.53;982.39;470.74;52.15;0
10/10/2018 14:34;22.66;984.87;471.05;51.76;0
10/10/2018 14:36;22.77;985.43;471.12;51.99;0
10/10/2018 14:38;22.97;978.55;467.69;51.77;0
10/10/2018 14:40;23.01;968.52;462.81;51.2;0
10/10/2018 14:42;22.76;959.45;459.01;51.4;0
10/10/2018 14:44;22.66;951.51;455.42;51.78;0
10/10/2018 14:46;22.79;943.62;451.65;51.93;0
10/10/2018 14:48;22.76;944.51;451.45;51.24;0
10/10/2018 14:50;22.75;946.69;451.94;51.43;0
10/10/2018 14:52;22.79;952.52;454.09;50.89;0
10/10/2018 14:54;22.75;949.7;452.93;50.74;0
10/10/2018 14:56;22.8;942.81;449.9;50.82;0
10/10/2018 14:58;23.02;939.6;447.77;50.51;0
10/10/2018 15:00;23.04;929.55;442.96;50.05;0
10/10/2018 15:02;22.88;909.6;434.73;50.13;0
10/10/2018 15:04;22.92;900.9;430.79;50.13;0
10/10/2018 15:06;22.96;892.97;427.21;49.67;0
10/10/2018 15:08;23.09;889.77;425.15;49.87;0
10/10/2018 15:10;23.33;882.08;421.09;49.68;0
10/10/2018 15:12;23.43;876.02;417.48;49.22;0
10/10/2018 15:14;23.35;870.93;414.72;48.92;0
10/10/2018 15:16;23.26;862.37;410.47;49.36;0
10/10/2018 15:18;23.31;863.92;409.95;49.36;0
10/10/2018 15:20;23.22;861.99;408.3;49.05;0
10/10/2018 15:22;23.12;857.86;406.01;49.38;0
10/10/2018 15:24;23.03;860.05;406.35;49.56;0
10/10/2018 15:26;23.08;856.92;404;49.18;0
10/10/2018 15:28;23.11;845.93;398.66;48.89;0
10/10/2018 15:30;23.18;842.32;396.49;49.01;0
10/10/2018 15:32;23.37;833.01;391.59;48.67;0
10/10/2018 15:34;23.41;822.33;386.29;48.09;0
10/10/2018 15:36;23.39;816.84;383.19;48.39;0
10/10/2018 15:38;23.44;809.22;378.83;47.74;0
10/10/2018 15:40;23.37;796.64;373.09;47.7;0
10/10/2018 15:42;23.44;787.64;368.11;47.88;0
10/10/2018 15:44;23.44;781.6;364.63;47.69;0
10/10/2018 15:46;23.33;775.47;361.19;47.97;0
10/10/2018 15:48;23.33;769.18;357.48;47.62;0
10/10/2018 15:50;23.34;761.16;353.19;47.69;0
10/10/2018 15:52;23.43;756.88;350.32;47.71;0
10/10/2018 15:54;23.57;748.81;345.76;47.53;0
10/10/2018 15:56;23.49;742.2;341.95;47.3;0
10/10/2018 15:58;23.32;739.62;339.79;47.24;0
10/10/2018 16:00;23.35;735.54;336.85;47.41;0
10/10/2018 16:02;23.32;725.04;331.93;47.55;0
10/10/2018 16:04;23.37;714.64;326.68;47.46;0
10/10/2018 16:06;23.34;706.91;322.67;46.89;0
10/10/2018 16:08;23.22;697.91;318.39;47.18;0
10/10/2018 16:10;23.19;690.93;314.62;47.55;0
10/10/2018 16:12;23.2;680.92;309.78;47.49;0
10/10/2018 16:14;23.23;666.99;303.49;47.02;0
10/10/2018 16:16;23.22;659.1;299.44;46.98;0
10/10/2018 16:18;23.31;647.99;294.45;47.29;0
10/10/2018 16:20;23.42;636.9;289.14;46.89;0
10/10/2018 16:22;23.32;628.91;285.28;46.85;0
10/10/2018 16:24;23.26;618.64;280.77;46.85;0
10/10/2018 16:26;23.26;612.84;277.68;46.81;0
10/10/2018 16:28;23.31;606.56;274.17;47.06;0
10/10/2018 16:30;23.35;595.66;269.05;47.01;0
10/10/2018 16:32;23.26;586.4;264.88;47.24;0
10/10/2018 16:34;23.26;580.67;261.49;47.18;0
10/10/2018 16:36;23.2;574.07;257.99;47.11;0
10/10/2018 16:38;23.16;569.9;255.27;47.29;0
10/10/2018 16:40;23.15;565.58;252.48;47.14;0
10/10/2018 16:42;23.22;556.73;247.71;47.05;0
10/10/2018 16:44;23.3;548.19;243;47.24;0
10/10/2018 16:46;23.33;542.46;239.37;47.16;0
10/10/2018 16:48;23.28;533.83;235.05;46.82;0
10/10/2018 16:50;23.24;523.07;229.9;47.1;0
10/10/2018 16:52;23.28;514.2;225.21;47.32;0
10/10/2018 16:54;23.32;503.36;219.41;46.84;0
10/10/2018 16:56;23.25;494.17;214.69;47.04;0
10/10/2018 16:58;23.25;490.28;211.76;47.03;0
10/10/2018 17:00;23.22;481.4;207.25;47.03;0
10/10/2018 17:02;23.15;473.68;203.16;47.32;0
10/10/2018 17:04;23.1;462.24;197.62;47.6;0
10/10/2018 17:06;23.04;451.08;192.56;47.62;0
10/10/2018 17:08;23.02;443.04;188.5;47.59;0
10/10/2018 17:10;22.99;435.87;184.95;47.7;0
10/10/2018 17:12;22.97;425.45;180.39;47.87;0
10/10/2018 17:14;22.99;415.06;175.69;47.96;0
10/10/2018 17:16;22.99;404.18;171.01;48.05;0
10/10/2018 17:18;22.97;387.49;164.42;47.88;0
10/10/2018 17:20;22.93;375.08;159.44;48.1;0
10/10/2018 17:22;22.89;361.88;154.26;48.32;0
10/10/2018 17:24;22.85;350.16;149.42;48.51;0
10/10/2018 17:26;22.84;342.9;145.82;48.66;0
10/10/2018 17:28;22.85;329.86;139.95;49.03;0
10/10/2018 17:30;22.82;318.69;134.87;49.21;0
10/10/2018 17:32;22.82;310.74;131.31;48.55;0
10/10/2018 17:34;22.76;299.88;127.21;47.76;0
10/10/2018 17:36;22.65;289.03;123.25;47.07;0
10/10/2018 17:38;22.55;279.24;119.52;47.41;0
10/10/2018 17:40;22.5;267.89;115.05;47.16;0
10/10/2018 17:42;22.46;259.36;111.56;47.26;0
10/10/2018 17:44;22.43;249.65;107.36;47.36;0
10/10/2018 17:46;22.43;240.12;103.55;47.27;0
10/10/2018 17:48;22.4;229.94;99.31;47.65;0
10/10/2018 17:50;22.36;221.34;95.33;47.45;0
10/10/2018 17:52;22.36;212.6;91.64;47.61;0
10/10/2018 17:54;22.32;202.65;87.07;47.76;0
10/10/2018 17:56;22.29;192.58;82.81;47.23;0
10/10/2018 17:58;22.29;182.65;79.1;46.85;0
10/10/2018 18:00;22.27;173.94;75.33;46.79;0
10/10/2018 18:02;22.21;165.74;71.57;46.81;0
10/10/2018 18:04;22.2;156.96;67.64;46.9;0
10/10/2018 18:06;22.17;148.36;63.48;47.12;0
10/10/2018 18:08;22.11;139.7;59.38;47.28;0
10/10/2018 18:10;22.05;131.46;55.57;47.59;0
10/10/2018 18:12;22;123.81;51.98;47.76;0
10/10/2018 18:14;21.95;116.43;48.76;47.67;0
10/10/2018 18:16;21.95;109.37;45.56;47.6;0
10/10/2018 18:18;21.95;102.28;42.43;47.65;0
10/10/2018 18:20;21.88;95.5;39.03;47.99;0
10/10/2018 18:22;21.84;89.01;35.98;48.05;0
10/10/2018 18:24;21.8;82.59;33.16;48.3;0
10/10/2018 18:26;21.74;76.43;30.37;48.55;0
10/10/2018 18:28;21.69;70.52;27.67;48.71;0
10/10/2018 18:30;21.68;65.07;25.23;48.82;0
10/10/2018 18:32;21.62;59.95;22.54;49.14;0
10/10/2018 18:34;21.56;55.04;19.81;49.34;0
10/10/2018 18:36;21.5;50.39;17.38;49.66;0
10/10/2018 18:38;21.45;45.92;15.6;49.82;0
10/10/2018 18:40;21.4;41.65;14.01;50.09;0
10/10/2018 18:42;21.36;37.71;12.53;50.1;0
10/10/2018 18:44;21.41;34.06;10.97;50.05;0
10/10/2018 18:46;21.36;30.6;9.35;50.28;0
10/10/2018 18:48;21.28;27.44;7.78;50.55;0
10/10/2018 18:50;21.27;24.53;6.5;50.53;0
10/10/2018 18:52;21.23;21.78;5.14;50.82;0
10/10/2018 18:54;21.11;19.27;3.82;51.22;0
10/10/2018 18:56;21.05;16.97;2.87;51.46;0
10/10/2018 18:58;20.95;14.76;2.1;51.78;0
10/10/2018 19:00;20.89;12.78;1.52;51.98;0
10/10/2018 19:02;20.83;10.96;1.05;52.11;0
10/10/2018 19:04;20.79;9.34;0.58;52.26;0
10/10/2018 19:06;20.73;7.96;0.16;52.47;0
10/10/2018 19:08;20.66;6.89;0;52.72;0
10/10/2018 19:10;20.58;5.98;0;53;0
10/10/2018 19:12;20.51;5.21;0;53.28;0
10/10/2018 19:14;20.45;4.58;0;53.53;0
10/10/2018 19:16;20.4;4.11;0;53.79;0
10/10/2018 19:18;20.34;3.81;0;54.03;0
10/10/2018 19:20;20.31;3.49;0;54.15;0
10/10/2018 19:22;20.29;3.34;0;54.28;0
10/10/2018 19:24;20.23;3.17;0;54.52;0
10/10/2018 19:26;20.19;3.08;0;54.68;0
10/10/2018 19:28;20.17;3.02;0;54.78;0
10/10/2018 19:30;20.14;2.99;0;54.89;0
10/10/2018 19:32;20.12;2.97;0;55.04;0
10/10/2018 19:34;20.07;2.89;0;55.23;0
10/10/2018 19:36;20.01;2.87;0;55.45;0
10/10/2018 19:38;19.99;2.88;0;55.53;0
10/10/2018 19:40;19.95;2.92;0;55.73;0
10/10/2018 19:42;19.87;2.92;0;56.03;0
